airlineID,routeID,TV,n_meals,planeTypeID
4296,3317,NULL,NULL,75
130,3318,NULL,NULL,13
137,3318,NULL,NULL,13
321,3318,NULL,NULL,13
596,3318,NULL,NULL,13
2009,3318,NULL,NULL,13
2222,3318,NULL,NULL,13
2350,3318,NULL,NULL,13
5479,3318,NULL,NULL,20
137,3319,NULL,NULL,7
596,3319,NULL,NULL,7
1909,3319,NULL,NULL,7
137,3320,NULL,NULL,13
596,3320,NULL,NULL,13
137,3321,NULL,NULL,7
596,3321,NULL,NULL,7
1909,3321,NULL,NULL,7
137,3322,NULL,NULL,15
4951,3322,NULL,NULL,75
137,3323,NULL,NULL,13
4296,3323,NULL,NULL,75
137,3324,NULL,NULL,7
596,3324,NULL,NULL,7
1909,3324,NULL,NULL,7
4965,3324,NULL,NULL,54
137,3325,NULL,NULL,13
4296,3325,NULL,NULL,75
137,3326,NULL,NULL,15
137,3327,NULL,NULL,15
137,3328,NULL,NULL,15
4248,3328,NULL,NULL,75
4296,3328,NULL,NULL,75
137,3329,NULL,NULL,13
137,3330,NULL,NULL,15
137,3331,NULL,NULL,15
2150,3331,NULL,NULL,92
137,3332,NULL,NULL,13
4870,3332,NULL,NULL,15
137,3333,NULL,NULL,15
137,3334,NULL,NULL,15
596,3334,NULL,NULL,15
21,3335,NULL,NULL,13
794,3335,NULL,NULL,75
21,3336,NULL,NULL,15
794,3336,NULL,NULL,75
794,3337,NULL,NULL,75
794,3338,NULL,NULL,73
21,3339,NULL,NULL,13
794,3339,NULL,NULL,75
21,3340,NULL,NULL,13
794,3340,NULL,NULL,73
21,3341,NULL,NULL,13
794,3341,NULL,NULL,75
21,3342,NULL,NULL,13
794,3342,NULL,NULL,73
4248,3343,NULL,NULL,75
3740,3344,NULL,NULL,15
4870,3344,NULL,NULL,73
2548,3345,NULL,NULL,13
2297,3346,NULL,NULL,13
2548,3346,NULL,NULL,13
5213,3346,NULL,NULL,13
2548,3347,NULL,NULL,13
137,3348,NULL,NULL,15
2954,3348,NULL,NULL,15
1203,3349,NULL,NULL,122
1203,3350,NULL,NULL,122
1203,3351,NULL,NULL,122
2297,3351,NULL,NULL,13
5213,3351,NULL,NULL,13
1203,3352,NULL,NULL,182
1203,3353,NULL,NULL,122
1203,3354,NULL,NULL,182
1203,3355,NULL,NULL,120
1203,3356,NULL,NULL,7
2297,3356,NULL,NULL,13
5213,3356,NULL,NULL,13
24,3357,NULL,NULL,13
1355,3357,NULL,NULL,13
214,3358,NULL,NULL,13
3320,3358,NULL,NULL,15
3321,3358,NULL,NULL,15
214,3359,NULL,NULL,170
491,3359,NULL,NULL,186
3661,3359,NULL,NULL,170
137,3360,NULL,NULL,7
596,3360,NULL,NULL,7
1909,3360,NULL,NULL,7
137,3361,NULL,NULL,170
3090,3361,NULL,NULL,64
137,3362,NULL,NULL,7
596,3362,NULL,NULL,7
1909,3362,NULL,NULL,7
137,3363,NULL,NULL,15
2297,3363,NULL,NULL,15
5213,3363,NULL,NULL,15
137,3364,NULL,NULL,7
596,3364,NULL,NULL,7
1909,3364,NULL,NULL,7
137,3365,NULL,NULL,13
596,3365,NULL,NULL,13
2297,3365,NULL,NULL,13
5213,3365,NULL,NULL,13
137,3366,NULL,NULL,7
596,3366,NULL,NULL,7
1909,3366,NULL,NULL,7
137,3367,NULL,NULL,93
2009,3367,NULL,NULL,93
137,3368,NULL,NULL,13
2297,3368,NULL,NULL,13
5213,3368,NULL,NULL,13
137,3369,NULL,NULL,15
2297,3369,NULL,NULL,13
5213,3369,NULL,NULL,13
137,3370,NULL,NULL,15
2297,3370,NULL,NULL,15
5213,3370,NULL,NULL,15
137,3371,NULL,NULL,13
2297,3371,NULL,NULL,15
5213,3371,NULL,NULL,15
137,3372,NULL,NULL,171
2421,3372,NULL,NULL,171
137,3373,NULL,NULL,15
137,3374,NULL,NULL,15
596,3374,NULL,NULL,15
2297,3374,NULL,NULL,13
5213,3374,NULL,NULL,13
794,3375,NULL,NULL,73
794,3376,NULL,NULL,75
4248,3377,NULL,NULL,75
2297,3378,NULL,NULL,15
4248,3378,NULL,NULL,75
5213,3378,NULL,NULL,15
2350,3379,NULL,NULL,15
1478,3380,NULL,NULL,167
1355,3381,NULL,NULL,166
220,3382,NULL,NULL,17
1355,3382,NULL,NULL,13
2297,3382,NULL,NULL,15
3532,3382,NULL,NULL,17
5213,3382,NULL,NULL,15
333,3383,NULL,NULL,72
1203,3384,NULL,NULL,120
9818,3385,NULL,NULL,15
9818,3386,NULL,NULL,15
9818,3387,NULL,NULL,15
1203,3389,NULL,NULL,166
1203,3390,NULL,NULL,5
151,3391,NULL,NULL,59
1203,3391,NULL,NULL,166
20577,3391,NULL,NULL,59
151,3392,NULL,NULL,59
1203,3392,NULL,NULL,166
20577,3392,NULL,NULL,59
137,3393,NULL,NULL,15
596,3393,NULL,NULL,15
137,3394,NULL,NULL,167
596,3394,NULL,NULL,167
137,3395,NULL,NULL,17
3613,3396,NULL,NULL,6
3613,3397,NULL,NULL,6
1073,3398,NULL,NULL,170
137,3399,NULL,NULL,12
596,3399,NULL,NULL,12
2548,3399,NULL,NULL,13
137,3400,NULL,NULL,13
1347,3400,NULL,NULL,15
3788,3400,NULL,NULL,15
4951,3400,NULL,NULL,15
5559,3400,NULL,NULL,15
96,3401,NULL,NULL,17
137,3401,NULL,NULL,13
3776,3401,NULL,NULL,17
5265,3401,NULL,NULL,17
96,3402,NULL,NULL,15
96,3403,NULL,NULL,15
96,3404,NULL,NULL,15
137,3405,NULL,NULL,72
2538,3405,NULL,NULL,72
24,3406,NULL,NULL,21
5265,3406,NULL,NULL,21
24,3407,NULL,NULL,92
1355,3407,NULL,NULL,92
2350,3407,NULL,NULL,92
2822,3407,NULL,NULL,92
3378,3407,NULL,NULL,92
5265,3407,NULL,NULL,92
24,3408,NULL,NULL,92
137,3408,NULL,NULL,20
596,3408,NULL,NULL,20
1355,3408,NULL,NULL,92
2009,3408,NULL,NULL,20
2222,3408,NULL,NULL,90
2350,3408,NULL,NULL,92
2822,3408,NULL,NULL,92
4091,3408,NULL,NULL,92
5265,3408,NULL,NULL,92
5479,3408,NULL,NULL,92
24,3409,NULL,NULL,33
137,3409,NULL,NULL,95
3378,3409,NULL,NULL,33
24,3410,NULL,NULL,13
137,3410,NULL,NULL,17
1355,3410,NULL,NULL,13
24,3411,NULL,NULL,92
137,3411,NULL,NULL,98
596,3411,NULL,NULL,98
1355,3411,NULL,NULL,92
2009,3411,NULL,NULL,98
2350,3411,NULL,NULL,92
2822,3411,NULL,NULL,92
3378,3411,NULL,NULL,92
5265,3411,NULL,NULL,92
24,3412,NULL,NULL,92
137,3412,NULL,NULL,20
1355,3412,NULL,NULL,92
2009,3412,NULL,NULL,20
2350,3412,NULL,NULL,92
2822,3412,NULL,NULL,92
3320,3412,NULL,NULL,92
3321,3412,NULL,NULL,92
3378,3412,NULL,NULL,92
5209,3412,NULL,NULL,92
5265,3412,NULL,NULL,92
24,3413,NULL,NULL,20
137,3413,NULL,NULL,88
2009,3413,NULL,NULL,88
5265,3413,NULL,NULL,20
137,3414,NULL,NULL,15
214,3414,NULL,NULL,15
491,3414,NULL,NULL,15
3661,3414,NULL,NULL,15
137,3415,NULL,NULL,82
330,3415,NULL,NULL,98
596,3415,NULL,NULL,82
1317,3415,NULL,NULL,19
2009,3415,NULL,NULL,82
3320,3415,NULL,NULL,98
3321,3415,NULL,NULL,98
137,3416,NULL,NULL,95
330,3416,NULL,NULL,98
596,3416,NULL,NULL,95
1317,3416,NULL,NULL,19
2009,3416,NULL,NULL,95
3320,3416,NULL,NULL,98
3321,3416,NULL,NULL,98
137,3417,NULL,NULL,95
596,3417,NULL,NULL,95
137,3418,NULL,NULL,20
2009,3418,NULL,NULL,20
3090,3418,NULL,NULL,19
137,3419,NULL,NULL,166
596,3419,NULL,NULL,166
90,3420,NULL,NULL,75
137,3420,NULL,NULL,75
2297,3420,NULL,NULL,13
5213,3420,NULL,NULL,13
21,3421,NULL,NULL,13
130,3421,NULL,NULL,13
137,3421,NULL,NULL,13
794,3421,NULL,NULL,19
3090,3421,NULL,NULL,13
137,3422,NULL,NULL,15
4259,3422,NULL,NULL,13
137,3423,NULL,NULL,17
1758,3423,NULL,NULL,64
3090,3423,NULL,NULL,64
137,3424,NULL,NULL,15
596,3424,NULL,NULL,15
137,3425,NULL,NULL,98
596,3425,NULL,NULL,98
137,3426,NULL,NULL,29
2222,3426,NULL,NULL,29
137,3427,NULL,NULL,17
2297,3427,NULL,NULL,13
2439,3427,NULL,NULL,15
2822,3427,NULL,NULL,15
5213,3427,NULL,NULL,13
5352,3427,NULL,NULL,15
137,3428,NULL,NULL,15
2991,3428,NULL,NULL,15
19582,3428,NULL,NULL,15
137,3429,NULL,NULL,12
596,3429,NULL,NULL,12
137,3430,NULL,NULL,95
3490,3430,NULL,NULL,20
137,3431,NULL,NULL,95
137,3432,NULL,NULL,13
2421,3432,NULL,NULL,171
90,3433,NULL,NULL,170
137,3433,NULL,NULL,170
596,3433,NULL,NULL,170
137,3434,NULL,NULL,98
596,3434,NULL,NULL,98
4940,3434,NULL,NULL,33
137,3435,NULL,NULL,27
137,3436,NULL,NULL,170
596,3436,NULL,NULL,170
137,3437,NULL,NULL,166
596,3437,NULL,NULL,166
2297,3437,NULL,NULL,13
5213,3437,NULL,NULL,13
137,3438,NULL,NULL,20
137,3439,NULL,NULL,17
596,3439,NULL,NULL,17
137,3440,NULL,NULL,27
137,3441,NULL,NULL,20
137,3442,NULL,NULL,82
596,3442,NULL,NULL,82
2009,3442,NULL,NULL,88
137,3443,NULL,NULL,166
596,3443,NULL,NULL,166
137,3444,NULL,NULL,95
137,3445,NULL,NULL,7
1057,3445,NULL,NULL,7
3090,3445,NULL,NULL,6
137,3446,NULL,NULL,12
2297,3446,NULL,NULL,13
5213,3446,NULL,NULL,13
137,3447,NULL,NULL,27
5354,3447,NULL,NULL,87
137,3448,NULL,NULL,27
2143,3448,NULL,NULL,21
5496,3448,NULL,NULL,19
137,3449,NULL,NULL,95
1767,3449,NULL,NULL,20
137,3450,NULL,NULL,20
137,3451,NULL,NULL,170
596,3451,NULL,NULL,166
137,3452,NULL,NULL,20
137,3453,NULL,NULL,15
130,3454,NULL,NULL,15
137,3454,NULL,NULL,15
2009,3454,NULL,NULL,15
2297,3454,NULL,NULL,13
3090,3454,NULL,NULL,15
5213,3454,NULL,NULL,13
16942,3454,NULL,NULL,74
137,3455,NULL,NULL,27
137,3456,NULL,NULL,12
596,3456,NULL,NULL,13
2297,3456,NULL,NULL,13
4319,3456,NULL,NULL,15
5213,3456,NULL,NULL,13
137,3458,NULL,NULL,20
218,3458,NULL,NULL,103
137,3459,NULL,NULL,98
596,3459,NULL,NULL,98
137,3460,NULL,NULL,95
3090,3460,NULL,NULL,94
137,3461,NULL,NULL,27
596,3461,NULL,NULL,27
2009,3461,NULL,NULL,21
137,3462,NULL,NULL,49
596,3462,NULL,NULL,49
837,3462,NULL,NULL,15
137,3463,NULL,NULL,12
596,3463,NULL,NULL,12
3320,3463,NULL,NULL,123
3321,3463,NULL,NULL,123
137,3464,NULL,NULL,98
596,3464,NULL,NULL,98
2183,3464,NULL,NULL,98
137,3465,NULL,NULL,49
596,3465,NULL,NULL,49
2297,3465,NULL,NULL,13
5213,3465,NULL,NULL,13
137,3466,NULL,NULL,15
426,3466,NULL,NULL,15
596,3466,NULL,NULL,15
19983,3466,NULL,NULL,15
3320,3467,NULL,NULL,93
3321,3467,NULL,NULL,93
5209,3467,NULL,NULL,93
137,3468,NULL,NULL,152
2421,3468,NULL,NULL,152
137,3469,NULL,NULL,95
3090,3469,NULL,NULL,94
137,3470,NULL,NULL,15
3179,3470,NULL,NULL,25
137,3471,NULL,NULL,27
137,3472,NULL,NULL,12
596,3472,NULL,NULL,12
137,3473,NULL,NULL,12
3320,3473,NULL,NULL,13
3321,3473,NULL,NULL,13
137,3474,NULL,NULL,98
137,3475,NULL,NULL,166
596,3475,NULL,NULL,166
90,3476,NULL,NULL,170
137,3476,NULL,NULL,166
596,3476,NULL,NULL,166
137,3477,NULL,NULL,95
4867,3477,NULL,NULL,97
137,3478,NULL,NULL,13
4559,3478,NULL,NULL,13
137,3479,NULL,NULL,15
197,3479,NULL,NULL,15
137,3480,NULL,NULL,166
596,3480,NULL,NULL,166
137,3481,NULL,NULL,94
596,3481,NULL,NULL,94
5309,3481,NULL,NULL,94
137,3482,NULL,NULL,98
137,3483,NULL,NULL,170
2350,3483,NULL,NULL,17
3378,3483,NULL,NULL,17
137,3484,NULL,NULL,98
596,3484,NULL,NULL,98
1680,3484,NULL,NULL,98
137,3485,NULL,NULL,98
324,3485,NULL,NULL,94
2987,3485,NULL,NULL,97
2988,3485,NULL,NULL,97
137,3486,NULL,NULL,34
596,3486,NULL,NULL,34
2009,3486,NULL,NULL,34
3320,3486,NULL,NULL,92
3321,3486,NULL,NULL,92
5209,3486,NULL,NULL,92
137,3487,NULL,NULL,98
596,3487,NULL,NULL,98
2009,3487,NULL,NULL,98
28,3488,NULL,NULL,95
137,3488,NULL,NULL,98
3163,3488,NULL,NULL,34
3830,3488,NULL,NULL,95
137,3489,NULL,NULL,21
4533,3489,NULL,NULL,21
137,3490,NULL,NULL,27
137,3491,NULL,NULL,34
596,3491,NULL,NULL,34
137,3492,NULL,NULL,13
137,3493,NULL,NULL,98
137,3494,NULL,NULL,98
137,3495,NULL,NULL,34
225,3495,NULL,NULL,27
596,3495,NULL,NULL,34
2009,3495,NULL,NULL,95
137,3496,NULL,NULL,95
137,3497,NULL,NULL,15
1942,3497,NULL,NULL,15
130,3498,NULL,NULL,15
137,3498,NULL,NULL,15
137,3499,NULL,NULL,27
137,3500,NULL,NULL,98
596,3500,NULL,NULL,98
137,3501,NULL,NULL,12
137,3502,NULL,NULL,12
596,3502,NULL,NULL,15
2297,3502,NULL,NULL,13
5213,3502,NULL,NULL,13
83,3503,NULL,NULL,123
137,3503,NULL,NULL,166
137,3504,NULL,NULL,20
137,3505,NULL,NULL,182
3329,3505,NULL,NULL,182
130,3506,NULL,NULL,15
137,3506,NULL,NULL,15
321,3506,NULL,NULL,13
2009,3506,NULL,NULL,15
2987,3506,NULL,NULL,15
2988,3506,NULL,NULL,15
137,3507,NULL,NULL,15
2297,3507,NULL,NULL,13
2439,3507,NULL,NULL,15
5213,3507,NULL,NULL,13
5352,3507,NULL,NULL,15
137,3508,NULL,NULL,17
596,3508,NULL,NULL,15
2421,3508,NULL,NULL,167
3026,3508,NULL,NULL,70
137,3509,NULL,NULL,82
321,3509,NULL,NULL,101
596,3509,NULL,NULL,82
137,3510,NULL,NULL,13
242,3510,NULL,NULL,13
137,3511,NULL,NULL,12
596,3511,NULL,NULL,12
596,3512,NULL,NULL,13
5479,3512,NULL,NULL,20
137,3513,NULL,NULL,98
1057,3513,NULL,NULL,27
137,3514,NULL,NULL,20
2009,3514,NULL,NULL,20
137,3515,NULL,NULL,13
3320,3515,NULL,NULL,171
3321,3515,NULL,NULL,171
137,3516,NULL,NULL,17
596,3516,NULL,NULL,17
2297,3516,NULL,NULL,13
5213,3516,NULL,NULL,13
137,3517,NULL,NULL,92
3126,3517,NULL,NULL,92
137,3518,NULL,NULL,12
2297,3518,NULL,NULL,15
5213,3518,NULL,NULL,15
137,3519,NULL,NULL,49
596,3519,NULL,NULL,49
137,3520,NULL,NULL,20
137,3521,NULL,NULL,20
2009,3521,NULL,NULL,20
3090,3521,NULL,NULL,19
137,3522,NULL,NULL,20
137,3523,NULL,NULL,34
324,3523,NULL,NULL,94
2987,3523,NULL,NULL,103
2988,3523,NULL,NULL,103
137,3524,NULL,NULL,95
778,3524,NULL,NULL,90
16415,3524,NULL,NULL,90
137,3525,NULL,NULL,17
596,3525,NULL,NULL,17
137,3526,NULL,NULL,166
596,3526,NULL,NULL,166
137,3527,NULL,NULL,170
596,3527,NULL,NULL,170
4319,3527,NULL,NULL,75
137,3528,NULL,NULL,17
137,3529,NULL,NULL,27
137,3530,NULL,NULL,95
751,3530,NULL,NULL,97
1758,3530,NULL,NULL,95
4867,3530,NULL,NULL,97
137,3531,NULL,NULL,88
2009,3531,NULL,NULL,88
137,3532,NULL,NULL,20
5354,3532,NULL,NULL,87
137,3533,NULL,NULL,17
596,3533,NULL,NULL,17
1166,3533,NULL,NULL,13
1946,3533,NULL,NULL,15
2297,3533,NULL,NULL,13
5097,3533,NULL,NULL,13
5213,3533,NULL,NULL,13
137,3534,NULL,NULL,95
137,3535,NULL,NULL,170
596,3535,NULL,NULL,170
137,3536,NULL,NULL,82
596,3536,NULL,NULL,82
3090,3536,NULL,NULL,77
5479,3536,NULL,NULL,20
137,3537,NULL,NULL,98
751,3537,NULL,NULL,19
1758,3537,NULL,NULL,20
137,3538,NULL,NULL,13
137,3539,NULL,NULL,70
333,3539,NULL,NULL,70
137,3540,NULL,NULL,7
596,3540,NULL,NULL,7
137,3541,NULL,NULL,20
3090,3541,NULL,NULL,19
137,3542,NULL,NULL,20
4533,3542,NULL,NULL,94
137,3543,NULL,NULL,95
596,3543,NULL,NULL,95
137,3544,NULL,NULL,20
596,3544,NULL,NULL,20
2009,3544,NULL,NULL,20
137,3545,NULL,NULL,34
596,3545,NULL,NULL,34
2009,3545,NULL,NULL,34
5209,3545,NULL,NULL,92
137,3546,NULL,NULL,95
596,3546,NULL,NULL,94
5309,3546,NULL,NULL,94
137,3547,NULL,NULL,98
4435,3547,NULL,NULL,34
4464,3547,NULL,NULL,34
137,3548,NULL,NULL,20
2009,3548,NULL,NULL,20
137,3549,NULL,NULL,17
1548,3549,NULL,NULL,13
137,3550,NULL,NULL,49
596,3550,NULL,NULL,49
137,3551,NULL,NULL,166
596,3551,NULL,NULL,166
130,3552,NULL,NULL,15
137,3552,NULL,NULL,13
137,3553,NULL,NULL,27
596,3553,NULL,NULL,27
130,3554,NULL,NULL,13
137,3554,NULL,NULL,13
321,3554,NULL,NULL,15
596,3554,NULL,NULL,15
2009,3554,NULL,NULL,13
2222,3554,NULL,NULL,15
2297,3554,NULL,NULL,13
2987,3554,NULL,NULL,13
2988,3554,NULL,NULL,13
5213,3554,NULL,NULL,13
137,3555,NULL,NULL,15
231,3555,NULL,NULL,89
2150,3555,NULL,NULL,75
137,3556,NULL,NULL,95
1066,3556,NULL,NULL,27
137,3557,NULL,NULL,170
596,3557,NULL,NULL,170
137,3558,NULL,NULL,13
3740,3558,NULL,NULL,15
4513,3558,NULL,NULL,13
137,3559,NULL,NULL,13
596,3559,NULL,NULL,17
3320,3559,NULL,NULL,15
3321,3559,NULL,NULL,15
137,3560,NULL,NULL,12
596,3560,NULL,NULL,12
2297,3560,NULL,NULL,15
5213,3560,NULL,NULL,15
90,3561,NULL,NULL,170
137,3561,NULL,NULL,166
596,3561,NULL,NULL,166
90,3562,NULL,NULL,75
137,3562,NULL,NULL,75
137,3563,NULL,NULL,166
596,3563,NULL,NULL,166
137,3564,NULL,NULL,12
3210,3564,NULL,NULL,167
137,3565,NULL,NULL,20
137,3566,NULL,NULL,49
1925,3566,NULL,NULL,13
137,3567,NULL,NULL,12
4559,3567,NULL,NULL,15
794,3568,NULL,NULL,75
794,3569,NULL,NULL,75
21,3570,NULL,NULL,13
794,3570,NULL,NULL,19
199,3571,NULL,NULL,15
240,3571,NULL,NULL,15
596,3571,NULL,NULL,15
2297,3571,NULL,NULL,13
5213,3571,NULL,NULL,13
199,3572,NULL,NULL,15
240,3572,NULL,NULL,15
596,3572,NULL,NULL,15
3463,3572,NULL,NULL,13
5479,3572,NULL,NULL,70
1478,3573,NULL,NULL,70
3740,3574,NULL,NULL,17
4513,3574,NULL,NULL,13
3740,3575,NULL,NULL,15
4513,3575,NULL,NULL,13
2091,3576,NULL,NULL,98
1203,3577,NULL,NULL,5
1203,3578,NULL,NULL,5
1203,3579,NULL,NULL,5
1203,3580,NULL,NULL,54
1203,3581,NULL,NULL,5
1203,3582,NULL,NULL,5
1203,3583,NULL,NULL,122
1203,3584,NULL,NULL,54
1203,3585,NULL,NULL,122
1203,3586,NULL,NULL,120
1203,3587,NULL,NULL,7
1203,3588,NULL,NULL,122
24,3589,NULL,NULL,87
1355,3589,NULL,NULL,88
2822,3589,NULL,NULL,88
24,3590,NULL,NULL,87
1355,3590,NULL,NULL,88
2822,3590,NULL,NULL,88
214,3591,NULL,NULL,13
1355,3591,NULL,NULL,13
2822,3591,NULL,NULL,13
214,3592,NULL,NULL,75
137,3593,NULL,NULL,17
1909,3593,NULL,NULL,13
137,3594,NULL,NULL,120
137,3595,NULL,NULL,17
1909,3595,NULL,NULL,13
137,3596,NULL,NULL,13
137,3597,NULL,NULL,17
137,3598,NULL,NULL,27
567,3598,NULL,NULL,21
1908,3598,NULL,NULL,21
137,3599,NULL,NULL,120
137,3600,NULL,NULL,15
1909,3600,NULL,NULL,13
137,3601,NULL,NULL,187
1792,3601,NULL,NULL,187
137,3602,NULL,NULL,98
567,3602,NULL,NULL,21
1908,3602,NULL,NULL,82
137,3603,NULL,NULL,187
1792,3603,NULL,NULL,187
137,3604,NULL,NULL,15
596,3604,NULL,NULL,15
2297,3604,NULL,NULL,15
5213,3604,NULL,NULL,15
137,3605,NULL,NULL,120
90,3606,NULL,NULL,170
137,3606,NULL,NULL,170
2822,3606,NULL,NULL,17
137,3607,NULL,NULL,15
242,3607,NULL,NULL,15
137,3608,NULL,NULL,13
137,3609,NULL,NULL,17
137,3610,NULL,NULL,15
2297,3610,NULL,NULL,15
5213,3610,NULL,NULL,15
137,3611,NULL,NULL,5
90,3612,NULL,NULL,170
137,3612,NULL,NULL,170
2439,3612,NULL,NULL,15
2822,3612,NULL,NULL,15
5352,3612,NULL,NULL,15
137,3613,NULL,NULL,98
567,3613,NULL,NULL,21
1908,3613,NULL,NULL,21
137,3614,NULL,NULL,13
137,3615,NULL,NULL,98
567,3615,NULL,NULL,77
1908,3615,NULL,NULL,82
137,3616,NULL,NULL,152
2421,3616,NULL,NULL,152
137,3617,NULL,NULL,120
137,3618,NULL,NULL,120
137,3619,NULL,NULL,15
2297,3619,NULL,NULL,15
5213,3619,NULL,NULL,15
21,3620,NULL,NULL,13
794,3620,NULL,NULL,73
21,3621,NULL,NULL,15
794,3621,NULL,NULL,73
21,3622,NULL,NULL,15
794,3622,NULL,NULL,73
794,3623,NULL,NULL,75
21,3624,NULL,NULL,13
794,3624,NULL,NULL,73
21,3625,NULL,NULL,13
794,3625,NULL,NULL,73
21,3626,NULL,NULL,15
794,3626,NULL,NULL,73
21,3627,NULL,NULL,15
794,3627,NULL,NULL,73
21,3628,NULL,NULL,15
794,3628,NULL,NULL,75
4248,3629,NULL,NULL,75
4248,3630,NULL,NULL,75
4248,3631,NULL,NULL,75
4248,3632,NULL,NULL,75
4248,3633,NULL,NULL,75
4248,3634,NULL,NULL,75
4248,3635,NULL,NULL,75
2439,3636,NULL,NULL,15
2822,3636,NULL,NULL,15
4248,3636,NULL,NULL,75
5352,3636,NULL,NULL,15
4248,3637,NULL,NULL,75
151,3639,NULL,NULL,59
1203,3639,NULL,NULL,166
20577,3639,NULL,NULL,59
1203,3640,NULL,NULL,182
1203,3641,NULL,NULL,166
2297,3641,NULL,NULL,13
5213,3641,NULL,NULL,13
1203,3642,NULL,NULL,120
1203,3643,NULL,NULL,182
1203,3644,NULL,NULL,166
1203,3645,NULL,NULL,182
1203,3647,NULL,NULL,166
2297,3647,NULL,NULL,13
5213,3647,NULL,NULL,13
137,3648,NULL,NULL,13
4296,3648,NULL,NULL,75
137,3649,NULL,NULL,13
2297,3649,NULL,NULL,13
5213,3649,NULL,NULL,13
21,3650,NULL,NULL,15
794,3650,NULL,NULL,75
21,3651,NULL,NULL,15
794,3651,NULL,NULL,73
3740,3652,NULL,NULL,17
1203,3653,NULL,NULL,122
2297,3653,NULL,NULL,13
5213,3653,NULL,NULL,13
1203,3654,NULL,NULL,122
137,3655,NULL,NULL,12
596,3655,NULL,NULL,12
137,3656,NULL,NULL,187
1792,3656,NULL,NULL,187
137,3657,NULL,NULL,13
4296,3657,NULL,NULL,75
137,3658,NULL,NULL,13
137,3659,NULL,NULL,152
2421,3659,NULL,NULL,152
3613,3660,NULL,NULL,54
137,3661,NULL,NULL,187
1792,3661,NULL,NULL,187
1203,3662,NULL,NULL,122
1203,3663,NULL,NULL,122
1203,3664,NULL,NULL,122
1203,3665,NULL,NULL,54
1203,3666,NULL,NULL,120
1203,3667,NULL,NULL,120
137,3669,NULL,NULL,7
596,3669,NULL,NULL,7
137,3670,NULL,NULL,152
2421,3670,NULL,NULL,152
137,3671,NULL,NULL,13
137,3672,NULL,NULL,152
2421,3672,NULL,NULL,152
3613,3673,NULL,NULL,54
1203,3674,NULL,NULL,5
1203,3675,NULL,NULL,122
96,3676,NULL,NULL,15
137,3677,NULL,NULL,182
1203,3677,NULL,NULL,182
137,3678,NULL,NULL,182
1203,3678,NULL,NULL,182
151,3679,NULL,NULL,59
1203,3679,NULL,NULL,166
20577,3679,NULL,NULL,59
137,3680,NULL,NULL,182
1203,3680,NULL,NULL,182
151,3681,NULL,NULL,59
1203,3681,NULL,NULL,120
20577,3681,NULL,NULL,59
1203,3682,NULL,NULL,182
1203,3683,NULL,NULL,120
2297,3683,NULL,NULL,13
3740,3683,NULL,NULL,15
5213,3683,NULL,NULL,13
151,3684,NULL,NULL,59
1203,3684,NULL,NULL,166
20577,3684,NULL,NULL,59
137,3685,NULL,NULL,182
596,3685,NULL,NULL,182
1203,3685,NULL,NULL,182
151,3686,NULL,NULL,59
1203,3686,NULL,NULL,182
20577,3686,NULL,NULL,59
1203,3687,NULL,NULL,122
2297,3687,NULL,NULL,13
5213,3687,NULL,NULL,13
137,3688,NULL,NULL,15
151,3688,NULL,NULL,59
1909,3688,NULL,NULL,15
20577,3688,NULL,NULL,59
137,3689,NULL,NULL,182
137,3690,NULL,NULL,15
151,3690,NULL,NULL,59
1909,3690,NULL,NULL,15
20577,3690,NULL,NULL,59
137,3691,NULL,NULL,17
596,3691,NULL,NULL,17
5479,3691,NULL,NULL,20
137,3692,NULL,NULL,49
1792,3692,NULL,NULL,49
137,3693,NULL,NULL,167
2421,3693,NULL,NULL,167
137,3694,NULL,NULL,13
4296,3694,NULL,NULL,75
137,3695,NULL,NULL,15
2297,3695,NULL,NULL,15
5213,3695,NULL,NULL,15
137,3696,NULL,NULL,5
137,3697,NULL,NULL,152
2421,3697,NULL,NULL,152
4248,3698,NULL,NULL,74
4248,3699,NULL,NULL,75
3740,3700,NULL,NULL,15
3740,3701,NULL,NULL,15
4870,3701,NULL,NULL,73
1401,3702,NULL,NULL,15
24,3704,NULL,NULL,13
214,3704,NULL,NULL,13
1355,3704,NULL,NULL,13
214,3705,NULL,NULL,15
2297,3705,NULL,NULL,15
3463,3705,NULL,NULL,15
5213,3705,NULL,NULL,15
214,3706,NULL,NULL,15
214,3707,NULL,NULL,15
214,3708,NULL,NULL,15
2297,3708,NULL,NULL,15
5213,3708,NULL,NULL,15
214,3709,NULL,NULL,15
2297,3709,NULL,NULL,13
5213,3709,NULL,NULL,13
214,3710,NULL,NULL,15
2297,3710,NULL,NULL,15
5213,3710,NULL,NULL,15
137,3711,NULL,NULL,188
2297,3711,NULL,NULL,13
3090,3711,NULL,NULL,188
5213,3711,NULL,NULL,13
137,3712,NULL,NULL,7
1057,3712,NULL,NULL,7
3090,3712,NULL,NULL,7
137,3713,NULL,NULL,182
1203,3713,NULL,NULL,182
151,3714,NULL,NULL,59
1203,3714,NULL,NULL,166
20577,3714,NULL,NULL,59
137,3715,NULL,NULL,182
596,3715,NULL,NULL,182
1203,3715,NULL,NULL,182
1203,3716,NULL,NULL,182
1203,3717,NULL,NULL,122
151,3718,NULL,NULL,59
1203,3718,NULL,NULL,166
